hotel_code,hotel_name,address,city,state,country,phone,rating,description,card_price,overview_table_json,pets_json,parking_json,amenities_json,nearby_json,airport_json,is_pet_friendly,last_updated
MAR-1-1,"Hotel U14, Autograph Collection","Unioninkatu 14 Helsinki, Finland, 00130",Helsinki,Finland,00130,+35 829 3141414,4.8,Excellent location for both business and leisure.,,https://www.marriott.com/hotels/travel/helak-hotel-u14-autograph-collection,"{""CHECK IN"": ""CHECK IN: 03:00 PM"", ""CHECK OUT"": ""CHECK OUT: 12:00 PM"", ""This property has a smoke-free policy"": true, ""See Accessibility Features"": true, ""Pet Policy"": ""Dogs only | Non-refundable fee: 30 Per Stay | Contact hotel for details""}","{""raw"": ""Dogs only | Non-refundable fee: 30 Per Stay | Contact hotel for details""}",{},"[""Free high-speed internet"", ""Fitness center"", ""Pet friendly"", ""Meeting event space"", ""Mobility accessible rooms"", ""Foreign exchange, nearby"", ""Buffet breakfast, fee from: 36 EUR"", ""Storage space"", ""Building access"", ""Mail/package delivery"", ""Valet same day dry cleaning"", ""Coffee/tea in-room"", ""All public areas non-smoking"", ""Room service"", ""Valet dry-cleaning"", ""Car Rental, Nearby"", ""Housekeeping service daily""]",[],"[{""airport"": ""Helsinki Airport (HEL)"", ""details"": []}, {""airport"": ""Other Transportation"", ""details"": [""Bus Station"", ""Kamppi"", ""Rautatientori"", ""Elielinaukio"", ""Kaisaniemenpuisto"", ""Kamppi Bus Station"", ""Eliel Bus Station"", ""Car Rentals"", ""Europcar"", ""Hertz""]}]",true,2025-12-27T15:54:21.298816
MAR-1-3,Courtyard by Marriott Tampere City,"Yliopistonkatu 57 Tampere, Finland, 33100",Tampere,Finland,33100,+35 829 3575700,4.4,"Modern business hotel located next to Tampere Hall, Moomin Museum and Tampere Philharmony",,https://www.marriott.com/hotels/travel/tmpcy-courtyard-tampere-city,"{""CHECK IN"": ""CHECK IN: 03:00 PM"", ""CHECK OUT"": ""CHECK OUT: 12:00 PM"", ""This property has a smoke-free policy"": true, ""See Accessibility Features"": true, ""Pet Policy"": ""1 pet up to 25kg with 30 EUR non Refundable fee per room per stay. | Non-refundable fee: 30 Per Stay | Contact hotel for details""}","{""raw"": ""1 pet up to 25kg with 30 EUR non Refundable fee per room per stay. | Non-refundable fee: 30 Per Stay | Contact hotel for details""}",{},"[""Free high-speed internet"", ""Fitness center"", ""Pet friendly"", ""Parking"", ""Meeting event space"", ""Housekeeping service twice per week"", ""Mobility accessible rooms"", ""Grab-n-Go breakfast, fee from: 20 EUR"", ""Hot breakfast, fee from: 20 EUR"", ""Buffet breakfast, fee from: 20 EUR"", ""Storage space"", ""BISTRO"", ""Valet same day dry cleaning"", ""Coffee/tea in-room"", ""Local restaurant dinner delivery"", ""Newspaper in lobby"", ""Safe deposit boxes, front desk"", ""All public areas non-smoking"", ""Front desk staffed"", ""Gift/newsstand"", ""Shoeshine stand"", ""Room service"", ""Valet dry-cleaning"", ""Car Rental, Nearby""]",[],"[{""airport"": ""Helsinki Airport (HEL)"", ""details"": []}, {""airport"": ""Tampere/Pirkkala (TMP)"", ""details"": []}, {""airport"": ""Other Transportation"", ""details"": [""Bus Station"", ""Yliopisto B"", ""Yliopisto D"", ""Tampere Bus Station"", ""Car Rentals"", ""Hertz"", ""Phone:"", ""+35 820 5552400"", ""Train Station"", ""Tampere Railway Station""]}]",true,2025-12-27T15:55:05.506437
MAR-1-3,Moxy Annecy,"19 Avenue Du Rhone Annecy, France, 74000",Annecy,France,74000,+3 345-052-3535,4.2,"Discover Moxy Annecy, centrally located just a 15-minute walk from the lake.",,https://www.marriott.com/hotels/travel/gvacx-moxy-annecy,"{""CHECK IN"": ""CHECK IN: 03:00 PM"", ""CHECK OUT"": ""CHECK OUT: 12:00 PM"", ""This property has a smoke-free policy"": true, ""See Accessibility Features"": true, ""Pet Policy"": ""Non-refundable fee: 30 Per Stay | Contact hotel for details""}","{""raw"": ""Non-refundable fee: 30 Per Stay | Contact hotel for details""}",{},"[""Free high-speed internet"", ""Fitness center"", ""Pet friendly"", ""Meeting event space"", ""Mobility accessible rooms"", ""Buffet breakfast, fee from: 18 EUR"", ""Continental breakfast, fee from: 18 EUR"", ""Storage space"", ""Safe deposit boxes, front desk"", ""Front desk staffed"", ""Housekeeping service daily""]",[],"[{""airport"": ""Geneva Airport (GVA)"", ""details"": []}, {""airport"": ""Lyon–Saint Exupéry Airport (LYS)"", ""details"": []}]",true,2025-12-27T15:57:24.639188
MAR-1-5,Residence Inn by Marriott Toulouse-Blagnac Airport,"11 Avenue d'Andromede, ZAC Andromede Blagnac, France, 31700",Blagnac,France,31700,+3 356-790-0900,4.7,Residence Inn by Marriott Toulouse Blagnac is an ideal stop for both business and leisure travelers.,,https://www.marriott.com/hotels/travel/tlstb-residence-inn-toulouse-blagnac-airport,"{""CHECK IN"": ""CHECK IN: 03:00 PM"", ""CHECK OUT"": ""CHECK OUT: 12:00 PM"", ""This property has a smoke-free policy"": true, ""See Accessibility Features"": true, ""Pet Policy"": ""2 pets per room allowed with non-refundable fee of EUR 15 per room per night | Non-refundable fee: 15 Per Stay | Contact hotel for details""}","{""raw"": ""2 pets per room allowed with non-refundable fee of EUR 15 per room per night | Non-refundable fee: 15 Per Stay | Contact hotel for details""}",{},"[""Free high-speed internet"", ""Pool"", ""Fitness center"", ""Free breakfast"", ""Kitchen"", ""Pet friendly"", ""Parking"", ""Airport shuttle"", ""Meeting event space"", ""Mobility accessible rooms"", ""Foreign exchange, nearby"", ""Storage space"", ""Valet same day dry cleaning"", ""Coffee/tea in-room"", ""Coffee in lobby"", ""Video games"", ""Laundry on-site"", ""All public areas non-smoking"", ""Front desk staffed"", ""Car Rental, Nearby"", ""Housekeeping service daily""]",[],"[{""airport"": ""Toulouse-Blagnac Airport (TLS)"", ""details"": []}, {""airport"": ""Other Transportation"", ""details"": [""Bus Station"", ""Andromede Lycee"", ""Aeroconstellation"", ""Car Rentals"", ""Agence Air France"", ""Europcar"", ""Avis"", ""Sixt"", ""Subway Station"", ""Canal du Midi""]}]",true,2025-12-27T15:58:08.132553
MAR-1-7,Renaissance Bordeaux Hotel,"16 Rue de Gironde Bordeaux, France, 33000",Bordeaux,France,33000,+3 351-980-0200,4.3,"Brand-new hotel offering stylish rooms, rooftop pool, dining with city views",,https://www.marriott.com/hotels/travel/bodbr-renaissance-bordeaux-hotel,"{""CHECK IN"": ""CHECK IN: 03:00 PM"", ""CHECK OUT"": ""CHECK OUT: 11:00 AM"", ""This property has a smoke-free policy"": true, ""See Accessibility Features"": true, ""Pet Policy"": ""Pet price 40EUR per stay, call reception | Contact hotel for details""}","{""raw"": ""Pet price 40EUR per stay, call reception | Contact hotel for details""}",{},"[""Free high-speed internet"", ""Pool"", ""Fitness center"", ""Pet friendly"", ""Meeting event space"", ""Mobility accessible rooms"", ""Grab-n-Go breakfast, fee from: 23 EUR"", ""Buffet breakfast, fee from: 22 EUR"", ""Cocktail lounge with light fare"", ""Coffee/tea in-room"", ""All public areas non-smoking"", ""Front desk staffed"", ""Room service, 24-hour"", ""Room service"", ""Car Rental, Nearby"", ""Housekeeping service daily""]",[],"[{""airport"": ""Bordeaux-Merignac Airport (BOD)"", ""details"": []}, {""airport"": ""Other Transportation"", ""details"": [""Bus Station"", ""Bassin à Flots"", ""Gare routiere St Jean"", ""Car Rentals"", ""Hertz"", ""Phone:"", ""+3 355-689-1980"", ""Hertz"", ""Phone:"", ""+3 382-500-2400""]}]",true,2025-12-27T15:58:50.354160
MAR-1-9,"Five Seas Cannes, a Member of Design Hotels™","1 rue Notre Dame Cannes, France, 06400",Cannes,France,06400,+3 346-336-0505,,Handcrafted furnishings and world-class dining excite all the senses right in the center of Cannes.,,https://www.marriott.com/hotels/travel/ncedf-five-seas-cannes-a-member-of-design-hotels,"{""CHECK IN"": ""CHECK IN: 03:00 PM"", ""CHECK OUT"": ""CHECK OUT: 12:00 PM"", ""This property does not have a smoke-free policy"": true, ""See Accessibility Features"": true, ""Pet Policy"": ""Non-refundable fee: 25 Per Stay | Contact hotel for details""}","{""raw"": ""Non-refundable fee: 25 Per Stay | Contact hotel for details""}",{},"[""Free high-speed internet"", ""Pool"", ""Fitness center"", ""Pet friendly"", ""Parking"", ""Full service spa"", ""Meeting event space"", ""All public areas non-smoking"", ""Front desk staffed"", ""Room service""]",[],"[{""airport"": ""Nice Côte d'Azur Airport (NCE)"", ""details"": []}, {""airport"": ""Other Transportation"", ""details"": [""Train Station"", ""Gare de Cannes""]}]",true,2025-12-27T15:59:32.306109
MAR-1-1,"Rooms Batumi, a Member of Design Hotels™","10 Gogebashvili Street Batumi, Georgia, 6010",Batumi,Georgia,6010,+99 532 2002299,,,,https://www.marriott.com/hotels/travel/busrh-rooms-batumi-a-member-of-design-hotels,"{""CHECK IN"": ""CHECK IN: 03:00 PM"", ""CHECK OUT"": ""CHECK OUT: 12:00 PM"", ""This property has a smoke-free policy"": true, ""See Accessibility Features"": true, ""Pet Policy"": ""Non-refundable fee: 30 Per Stay | Contact hotel for details""}","{""raw"": ""Non-refundable fee: 30 Per Stay | Contact hotel for details""}",{},"[""Free high-speed internet"", ""Pool"", ""Pet friendly"", ""Meeting event space"", ""Front desk staffed"", ""Room service""]",[],"[{""airport"": ""Batumi International Airport (BUS)"", ""details"": []}]",true,2025-12-27T16:01:02.095539
MAR-1-3,Sheraton Batumi Hotel,"28 Rustaveli Street Batumi, Georgia, 6000",Batumi,Georgia,6000,+99 542 2229000,4.5,"Enjoy our central location, gorgeous Shine Spa, newly renovated rooms & diverse dining options",,https://www.marriott.com/hotels/travel/bussi-sheraton-batumi-hotel,"{""CHECK IN"": ""CHECK IN: 03:00 PM"", ""CHECK OUT"": ""CHECK OUT: 12:00 PM"", ""This property has a smoke-free policy"": true, ""See Accessibility Features"": true, ""Pet Policy"": ""1 cat or dog 18 kg max per room | Non-refundable fee: 50 Per Stay | Contact hotel for details""}","{""raw"": ""1 cat or dog 18 kg max per room | Non-refundable fee: 50 Per Stay | Contact hotel for details""}",{},"[""Free high-speed internet"", ""Pool"", ""Fitness center"", ""Pet friendly"", ""Parking"", ""Full service spa"", ""Meeting event space"", ""Beauty shop"", ""Cash machine/ATM"", ""Foreign exchange"", ""Grab-n-Go breakfast, fee from: 25 USD"", ""Hot breakfast, fee from: 25 USD"", ""Buffet breakfast, fee from: 25 USD"", ""Continental breakfast, fee from: 25 USD"", ""Storage space"", ""Concierge Lounge Hours"", ""Full American breakfast, fee from: 25 USD"", ""Valet same day dry cleaning"", ""Coffee/tea in-room"", ""Newspaper in lobby"", ""Concierge desk"", ""Safe deposit boxes, front desk"", ""Gaming casino"", ""All public areas non-smoking"", ""Barber/Beauty shop"", ""Shoeshine stand"", ""Room service, 24-hour"", ""Room service"", ""Valet dry-cleaning"", ""Car Rental, Nearby"", ""Housekeeping service daily""]",[],"[{""airport"": ""Kutaisi International Airport (KUT)"", ""details"": []}, {""airport"": ""Batumi International Airport (BUS)"", ""details"": []}, {""airport"": ""Trabzon Airport (TZX)"", ""details"": []}, {""airport"": ""Other Transportation"", ""details"": [""Bus Station"", ""University Bus Stop"", ""Batumi Auto Transport"", ""Bus Station"", ""Metro Georgia Bus Transportation"", ""Car Rentals"", ""Turkish Airlines"", ""Hertz"", ""Phone:"", ""+99 542 2235100""]}]",true,2025-12-27T16:01:45.589816
MAR-1-5,"Rooms Kazbegi, a Member of Design Hotels™","V. Gorgasali Street 1 Stepantsminda, Georgia",Stepantsminda,Georgia,,+99 532 2710099,,,,https://www.marriott.com/hotels/travel/tbskr-rooms-kazbegi-a-member-of-design-hotels,"{""CHECK IN"": ""CHECK IN: 03:00 PM"", ""CHECK OUT"": ""CHECK OUT: 12:00 PM"", ""This property has a smoke-free policy"": true, ""See Accessibility Features"": true, ""Pet Policy"": ""Non-refundable fee: 40 Per Stay | Contact hotel for details""}","{""raw"": ""Non-refundable fee: 40 Per Stay | Contact hotel for details""}",{},"[""Free high-speed internet"", ""Pool"", ""Fitness center"", ""Pet friendly"", ""Parking"", ""Meeting event space"", ""Front desk staffed""]",[],"[{""airport"": ""Tbilisi International Airport- Nova Alexeevka (TBS)"", ""details"": []}]",true,2025-12-27T16:02:25.779645
MAR-1-7,"Rooms Tbilisi, a Member of Design Hotels™","2 Chovelidze Street Tbilisi, Georgia, 108",Tbilisi,Georgia,108,+99 532 2020099,,Culture and history in the heart of the Vera district.,,https://www.marriott.com/hotels/travel/tbsrh-rooms-tbilisi-a-member-of-design-hotels,"{""CHECK IN"": ""CHECK IN: 03:00 PM"", ""CHECK OUT"": ""CHECK OUT: 12:00 AM"", ""This property does not have a smoke-free policy"": true, ""See Accessibility Features"": true, ""Pet Policy"": ""Non-refundable fee: 40 Per Stay | Contact hotel for details""}","{""raw"": ""Non-refundable fee: 40 Per Stay | Contact hotel for details""}",{},"[""Free high-speed internet"", ""Fitness center"", ""Pet friendly"", ""Parking"", ""Airport shuttle"", ""Meeting event space"", ""Mobility accessible rooms"", ""Front desk staffed""]",[],"[{""airport"": ""Tbilisi International Airport- Nova Alexeevka (TBS)"", ""details"": []}]",true,2025-12-27T16:03:05.703952
MAR-1-9,Moxy Tbilisi,"Saarbrucken Square Tbilisi, Georgia, 0102",Tbilisi,Georgia,0102,+99 532 2779277,4.7,"Experience the exhilarating energy of MOXY, an urban haven nestled in the beating heart of Tbilisi",,https://www.marriott.com/hotels/travel/tbsox-moxy-tbilisi,"{""CHECK IN"": ""CHECK IN: 03:00 PM"", ""CHECK OUT"": ""CHECK OUT: 12:00 PM"", ""This property has a smoke-free policy"": true, ""See Accessibility Features"": true, ""Pet Policy"": ""No Pets Allowed: Service Animals Only | Non-refundable fee: 20 Per Stay | Contact hotel for details""}","{""raw"": ""No Pets Allowed: Service Animals Only | Non-refundable fee: 20 Per Stay | Contact hotel for details""}",{},"[""Free high-speed internet"", ""Pet friendly"", ""Airport shuttle"", ""Meeting event space"", ""Cash machine/ATM"", ""Mobility accessible rooms"", ""Continental breakfast, fee from: 14 USD"", ""Concierge desk"", ""All public areas non-smoking"", ""Housekeeping service daily""]",[],"[{""airport"": ""Tbilisi International Airport- Nova Alexeevka (TBS)"", ""details"": []}, {""airport"": ""Kutaisi International Airport (KUT)"", ""details"": []}, {""airport"": ""Other Transportation"", ""details"": [""Bus Station"", ""Tolstoy Street"", ""Saarbrucken"", ""Station Square"", ""Subway Station"", ""Marjanishvili"", ""Freedom Square"", ""Train Station"", ""Station Square""]}]",true,2025-12-27T16:03:49.212869
MAR-1-1,"DAS AFFALTERBACH, Stuttgart, Autograph Collection","Benzstrasse 10 Affalterbach, Germany, 71563",Affalterbach,Germany,71563,+4 971-448-8900,4.4,DAS AFFALTERBACH. - Performance. Recharged. Home of worlds leading performance car manufacturer.,,https://www.marriott.com/hotels/travel/strfk-das-affalterbach-stuttgart-autograph-collection,"{""CHECK IN"": ""CHECK IN: 03:00 PM"", ""CHECK OUT"": ""CHECK OUT: 11:00 AM"", ""This property has a smoke-free policy"": true, ""See Accessibility Features"": true, ""Pet Policy"": ""UPON REQUEST -1 dog allowed-solely in our City Room category at 60 EUR per stay. | Contact hotel for details""}","{""raw"": ""UPON REQUEST -1 dog allowed-solely in our City Room category at 60 EUR per stay. | Contact hotel for details""}",{},"[""Free high-speed internet"", ""Pool"", ""Fitness center"", ""Pet friendly"", ""Parking"", ""Meeting event space"", ""Mobility accessible rooms"", ""Buffet breakfast, fee from: 24 EUR"", ""Storage space"", ""Coffee/tea in-room"", ""Safe deposit boxes, front desk"", ""All public areas non-smoking"", ""Room service"", ""Housekeeping"", ""Housekeeping service daily""]",[],"[{""airport"": ""Munich Airport (MUC)"", ""details"": []}, {""airport"": ""Frankfurt Airport (FRA)"", ""details"": []}, {""airport"": ""Stuttgart Airport (STR)"", ""details"": []}]",true,2025-12-27T16:06:10.147283
MAR-1-3,Moxy Munich Messe,"Otto-Hahn Strasse 21 Aschheim, Germany, 85609",Aschheim,Germany,85609,+49 812 25683006,4.1,"Munich Messe hotel with check-in at the bar, small but smart rooms and playful public spaces.",,https://www.marriott.com/hotels/travel/mucom-moxy-munich-messe,"{""CHECK IN"": ""CHECK IN: 03:00 PM"", ""CHECK OUT"": ""CHECK OUT: 12:00 PM"", ""This property has a smoke-free policy"": true, ""See Accessibility Features"": true, ""Pet Policy"": ""Please contact the hotel for further details | Non-refundable fee: 15 Per Stay | Contact hotel for details""}","{""raw"": ""Please contact the hotel for further details | Non-refundable fee: 15 Per Stay | Contact hotel for details""}",{},"[""Free high-speed internet"", ""Fitness center"", ""Pet friendly"", ""Parking"", ""Mobility accessible rooms"", ""Buffet breakfast, fee from: 18 EUR"", ""Storage space"", ""Safe deposit boxes, front desk"", ""All public areas non-smoking"", ""Car Rental, Nearby""]",[],"[{""airport"": ""Munich Airport (MUC)"", ""details"": []}, {""airport"": ""Nuernberg Airport (NUE)"", ""details"": []}, {""airport"": ""Stuttgart Airport (STR)"", ""details"": []}, {""airport"": ""Other Transportation"", ""details"": [""Bus Station"", ""Otto- Hahn Strasse - Dornach - Line 263 & 264"", ""K-Hammerschmidt Strasse - Dornach - Line 263 & 264"", ""Dornach Bahnhofstrasse - Line 263"", ""Car Rentals"", ""Hertz"", ""Phone:"", ""+49 895 58919597"", ""Sixt"", ""Phone:""]}]",true,2025-12-27T16:06:53.857886
MAR-1-5,"Roomers Baden-Baden, Autograph Collection","Lange Strasse 100 Baden-Baden, Germany, 76530",Baden-Baden,Germany,76530,+49 722 1901930,4.6,Lifestyle and design hotel,,https://www.marriott.com/hotels/travel/fkbak-roomers-baden-baden-autograph-collection,"{""CHECK IN"": ""CHECK IN: 03:00 PM"", ""CHECK OUT"": ""CHECK OUT: 12:00 PM"", ""This property does not have a smoke-free policy"": true, ""See Accessibility Features"": true, ""Pet Policy"": ""hotel has to be informed prior to arrivals with pet, otherwise it is not allowed | Non-refundable fee: 60 Per Stay | Contact hotel for details""}","{""raw"": ""hotel has to be informed prior to arrivals with pet, otherwise it is not allowed | Non-refundable fee: 60 Per Stay | Contact hotel for details""}",{},"[""Free high-speed internet"", ""Pool"", ""Fitness center"", ""Pet friendly"", ""Parking"", ""Full service spa"", ""Meeting event space"", ""Mobility accessible rooms"", ""Storage space"", ""Luggage service"", ""Building access"", ""Mail/package delivery"", ""Valet same day dry cleaning"", ""Coffee/tea in-room"", ""Newspaper in lobby"", ""Concierge desk"", ""Safe deposit boxes, front desk"", ""Front desk staffed"", ""Limousine service"", ""Room service, 24-hour"", ""Room service"", ""Valet dry-cleaning"", ""Car Rental, Nearby"", ""Housekeeping service daily""]",[],"[{""airport"": ""Frankfurt Airport (FRA)"", ""details"": []}, {""airport"": ""Flughafen Karlsruhe/Baden-Baden (FKB)"", ""details"": []}, {""airport"": ""Stuttgart Airport (STR)"", ""details"": []}, {""airport"": ""Other Transportation"", ""details"": [""Bus Station"", ""Festspielhaus"", ""Festspielhaus"", ""Car Rentals"", ""Sixt"", ""Phone:"", ""+49 180 6666666"", ""Hertz"", ""Phone:"", ""+49 761 88859990""]}]",true,2025-12-27T16:07:38.058778
